language_dependency,file_path,function_name,line_number,call_body
as.integer,rpart.R,rpart,165,as.integer(xval)
as.integer,rpart.R,rpart,166,as.integer(xgroups)
as.integer,rpart.R,rpart,170,as.integer(init$numy)
as.integer,rpart.R,rpart,203,as.integer(cdir[i])
as.integer,rpart.R,rpart,204,as.integer(cdir[i])
as.integer,rpart.class.R,rpart.class,6,as.integer(fy)
as.integer,rpartcallback.R,rpartcallback,109,as.integer(numy)
as.integer,rpartcallback.R,rpartcallback,109,as.integer(numresp)
as.integer,snip.rpart.R,snip.rpart,14,as.integer(row.names(ff))
as.integer,snip.rpart.mouse.R,snip.rpart.mouse,21,as.integer(row.names(tree$frame))
as.integer,summary.rpart.R,summary.rpart,34,as.integer(row.names(ff))
as.integer,xpred.rpart.R,xpred.rpart,78,as.integer(fit$na.action)
as.integer,xpred.rpart.R,xpred.rpart,120,as.integer(cats * !fit$ordered)
as.integer,xpred.rpart.R,xpred.rpart,121,as.integer(method.int)
as.integer,xpred.rpart.R,xpred.rpart,124,as.integer(xval)
as.integer,xpred.rpart.R,xpred.rpart,125,as.integer(xgroups)
as.integer,xpred.rpart.R,xpred.rpart,129,as.integer(numy)
as.integer,xpred.rpart.R,xpred.rpart,131,as.integer(return.all)
as.integer,xpred.rpart.R,xpred.rpart,134,as.integer(numresp)
as.list,rpart.exp.R,rpart.exp,111,as.list(parms)
as.list,rpart.poisson.R,rpart.poisson,16,as.list(parms)
as.logical,labels.rpart.R,labels.rpart,102,as.logical(node %% 2L)
as.matrix,rpart.matrix.R,rpart.matrix,12,as.matrix(frame)
as.numeric,labels.rpart.R,labels.rpart,100,as.numeric(row.names(ff))
as.numeric,path.rpart.R,path.rpart,10,as.numeric(n)
as.numeric,plot.rpart.R,plot.rpart,27,as.numeric(row.names(x$frame))
as.numeric,print.rpart.R,print.rpart,9,as.numeric(row.names(frame))
as.numeric,rpart.matrix.R,rpart.matrix,20,as.numeric(factor(x))
as.numeric,rpart.matrix.R,rpart.matrix,21,as.numeric(x)
as.numeric,rpartcallback.R,rpartcallback,39,"as.numeric(as.vector(c(temp$deviance, temp$label)))"
as.numeric,rpartcallback.R,rpartcallback,58,"as.numeric(as.vector(c(temp$goodness, temp$direction)))"
as.numeric,rpartcallback.R,rpartcallback,68,"as.numeric(as.vector(c(temp$deviance, temp$label)))"
as.numeric,rpartcallback.R,rpartcallback,89,"as.numeric(as.vector(c(temp$goodness, temp$direction)))"
as.numeric,rpartco.R,rpartco,12,as.numeric(row.names(frame))
as.numeric,text.rpart.R,text.rpart,23,as.numeric(row.names(frame))
as.vector,rpartcallback.R,rpartcallback,39,"as.vector(c(temp$deviance, temp$label))"
as.vector,rpartcallback.R,rpartcallback,58,"as.vector(c(temp$goodness, temp$direction))"
as.vector,rpartcallback.R,rpartcallback,68,"as.vector(c(temp$deviance, temp$label))"
as.vector,rpartcallback.R,rpartcallback,89,"as.vector(c(temp$goodness, temp$direction))"
asNamespace,rpart.R,rpart,74,"asNamespace(""rpart"")"
assign,plot.rpart.R,plot.rpart,23,"assign(paste0(""device"", dev.cur()), parms, envir = rpart_env)"
assign,rpartcallback.R,rpartcallback,100,"assign(""nback"", integer(1L), envir = rho)"
assign,rpartcallback.R,rpartcallback,101,"assign(""wback"", double(nobs), envir = rho)"
assign,rpartcallback.R,rpartcallback,102,"assign(""xback"", double(nobs), envir = rho)"
assign,rpartcallback.R,rpartcallback,103,"assign(""yback"", double(nobs * numy), envir = rho)"
assign,rpartcallback.R,rpartcallback,104,"assign(""user.eval"", user.eval, envir = rho)"
assign,rpartcallback.R,rpartcallback,105,"assign(""user.split"", user.split, envir = rho)"
assign,rpartcallback.R,rpartcallback,106,"assign(""numy"", numy, envir = rho)"
assign,rpartcallback.R,rpartcallback,107,"assign(""numresp"", numresp, envir = rho)"
assign,rpartcallback.R,rpartcallback,108,"assign(""parms"", parms, envir = rho)"
attr,labels.rpart.R,labels.rpart,53,"attr(object, ""xlevels"")"
attr,model.frame.rpart.R,model.frame.rpart,8,"attr(m, ""terms"")"
attr,na.rpart.R,na.rpart,3,"attr(x, ""terms"")"
attr,na.rpart.R,na.rpart,4,"attr(Terms, ""response"")"
attr,post.rpart.R,post.rpart,21,"attr(tree$terms, ""variables"")"
attr,predict.rpart.R,predict.rpart,11,"attr(newdata, ""terms"")"
attr,predict.rpart.R,predict.rpart,14,"attr(object, ""xlevels"")"
attr,predict.rpart.R,predict.rpart,15,"attr(Terms, ""dataClasses"")"
attr,predict.rpart.R,predict.rpart,21,"attr(object, ""ylevels"")"
attr,print.rpart.R,print.rpart,8,"attr(x, ""ylevels"")"
attr,residuals.rpart.R,residuals.rpart,15,"attr(object, ""ylevels"")"
attr,roc.rpart.R,roc.rpart,5,"attr(object, ""ylevels"")"
attr,rpart.R,rpart,22,"attr(m, ""terms"")"
attr,rpart.R,rpart,23,"attr(Terms, ""order"")"
attr,rpart.R,rpart,125,"attr(m, ""na.action"")"
attr,rpart.R,rpart,127,"attr(m, ""na.action"")"
attr,rpart.R,rpart,153,"attr(Terms, ""term.labels"")"
attr,rpart.R,rpart,293,"attr(m, ""na.action"")"
attr,rpart.R,rpart,294,"attr(ans, ""xlevels"") <- xlevels"
attr,rpart.R,rpart,295,"attr(ans, ""ylevels"") <- init$ylevels"
attr,rpart.matrix.R,rpart.matrix,12,"attr(frame, ""terms"")"
attr,rpart.matrix.R,rpart.matrix,27,"attr(frame, ""terms"")"
attr,summary.rpart.R,summary.rpart,33,"attr(x, ""ylevels"")"
attr,text.rpart.R,text.rpart,17,"attr(x, ""ylevels"")"
attr,text.rpart.R,text.rpart,18,"attr(x, ""ylevels"")"
attr,xpred.rpart.R,xpred.rpart,32,"attr(Terms, ""offset"")"
attr,xpred.rpart.R,xpred.rpart,53,"attr(fit, ""xlevels"")"
axis,plotcp.R,plotcp,23,"axis(2, ...)"
axis,plotcp.R,plotcp,25,"axis(1L, at = ns, labels = as.character(signif(cp, 2L)), ...)"
axis,plotcp.R,plotcp,28,"axis(3L, at = ns, labels = as.character(nsplit + 1), ...)"
axis,plotcp.R,plotcp,32,"axis(3L, at = ns, labels = as.character(nsplit), ...)"
box,plotcp.R,plotcp,22,box()
c,importance.R,importance,12,"c(0, 1 + ff$ncompete[fpri] + ff$nsurrogate[fpri])"
c,importance.R,importance,37,"c(scaled.imp, unlist(sval))"
c,importance.R,importance,38,"c(as.character(ff$var[fpri]), unlist(sname))"
c,importance.R,importance,40,c(import)
c,labels.rpart.R,labels.rpart,34,"c(1, ff$ncompete + ff$nsurrogate + !is.leaf)"
c,labels.rpart.R,labels.rpart,35,"c(whichrow, FALSE)"
c,labels.rpart.R,labels.rpart,68,"c(letters, LETTERS)"
c,plot.rpart.R,plot.rpart,19,"c(-margin, margin)"
c,plot.rpart.R,plot.rpart,20,"c(-margin, margin)"
c,plot.rpart.R,plot.rpart,31,c(temp$x)
c,plot.rpart.R,plot.rpart,31,c(temp$y)
c,plotcp.R,plotcp,17,"c(Inf, cp0[-length(cp0)])"
c,plotcp.R,plotcp,19,"c(min(xerror - xstd) - 0.1, max(xerror + xstd) + 0.1)"
c,plotcp.R,plotcp,20,"c(list(ns, xerror, axes = FALSE, xlab = ""cp"",
                         ylab = ""X-val Relative Error"", type = ""o""), dots)"
c,post.rpart.R,post.rpart,9,"c(2,2,4,2)"
c,post.rpart.R,post.rpart,12,"c(2,2,4,2)"
c,pred.rpart.R,pred.rpart,9,"c(""ncompete"", ""nsurrogate"")"
c,pred.rpart.R,pred.rpart,10,"c(0L, cumsum((frame$var != ""<leaf>"") +
                                     nc[[1L]] + nc[[2L]]))"
c,pred.rpart.R,pred.rpart,22,"c(""n"", ""ncompete"", ""nsurrogate"", ""index"")"
c,roc.rpart.R,roc.rpart,12,"c(0, 1, object$frame$yprob[endnodes, 2L])"
c,roc.rpart.R,roc.rpart,19,"c(NA, cutoffs)"
c,roc.rpart.R,roc.rpart,25,"c(cutoffs, NA)"
c,roc.rpart.R,roc.rpart,38,"c(cutoff.n, 2L, 2L)"
c,rpart.R,rpart,13,"c(""formula"", ""data"", ""weights"", ""subset"")"
c,rpart.R,rpart,16,"c(1L, indx)"
c,rpart.R,rpart,58,"c(""anova"", ""poisson"", ""class"", ""exp"")"
c,rpart.R,rpart,60,"c(""anova"", ""poisson"", ""class"", ""exp"")[method.int]"
c,rpart.R,rpart,180,"c(""CP"", ""nsplit"", ""rel error"")"
c,rpart.R,rpart,181,"c(""CP"", ""nsplit"", ""rel error"", ""xerror"", ""xstd"")"
c,rpart.R,rpart,184,"c(""<leaf>"", colnames(X))"
c,rpart.R,rpart,185,"c(rpfit$isplit[, 2:3], rpfit$dsplit)"
c,rpart.R,rpart,187,"c(""count"", ""ncat"", ""improve"", ""index"", ""adj"")"
c,rpart.R,rpart,265,"c(functions, list(text = init$text))"
c,rpart.R,rpart,266,"c(functions, mlist)"
c,rpart.exp.R,drate2,83,"c(temp[-1L], 0)"
c,rpart.exp.R,drate2,88,"c(0, temp[-ngrp])"
c,rpart.exp.R,rpart.exp,42,"c(0, dtimes[-length(dtimes)], max(time))"
c,rpart.exp.R,rpart.exp,103,"c(0, rate * diff(itable))"
c,rpart.exp.R,rpart.exp,109,"c(shrink = 1L, method = 1L)"
c,rpart.exp.R,rpart.exp,113,"c(""method"", ""shrink"")"
c,rpart.exp.R,rpart.exp,121,"c(""deviance"", ""sqrt"")"
c,rpart.exp.R,rpart.exp,128,"c(shrink = shrink, method = method)"
c,rpart.poisson.R,rpart.poisson,14,"c(shrink = 1L, method = 1L)"
c,rpart.poisson.R,rpart.poisson,18,"c(""method"", ""shrink"")"
c,rpart.poisson.R,rpart.poisson,26,"c(""deviance"", ""sqrt"")"
c,rpart.poisson.R,rpart.poisson,34,"c(shrink = shrink, method = method)"
c,rpartcallback.R,rpartcallback,39,"c(temp$deviance, temp$label)"
c,rpartcallback.R,rpartcallback,58,"c(temp$goodness, temp$direction)"
c,rpartcallback.R,rpartcallback,68,"c(temp$deviance, temp$label)"
c,rpartcallback.R,rpartcallback,89,"c(temp$goodness, temp$direction)"
c,rpartco.R,compress,133,"c(x[me] - nspace * (x[me] - x[lson]), templ)"
c,rpartco.R,compress,134,"c(x[me] - nspace * (x[me] - x[rson]), tempr)"
c,rpartco.R,compress,135,"c(me, left$sons, right$sons)"
c,snip.rpart.R,snip.rpart,41,"c(toss, id[xx])"
c,snip.rpart.mouse.R,snip.rpart.mouse,49,"c(id, node[temp])"
c,snip.rpart.mouse.R,snip.rpart.mouse,53,"c(draw$x[, temp])"
c,snip.rpart.mouse.R,snip.rpart.mouse,53,"c(draw$y[, temp])"
c,snip.rpart.mouse.R,snip.rpart.mouse,54,"c(toss, node[choose])"
c,summary.rpart.R,summary.rpart,40,"c(1L, ff$ncompete + ff$nsurrogate + !is.leaf)"
c,summary.rpart.R,summary.rpart,52,"c(""L"", ""-"", ""R"")"
c,summary.rpart.R,summary.rpart,78,"c(0L, 1L)"
c,text.rpart.R,rectangle,72,"c(a, a, -a, -a)"
c,text.rpart.R,rectangle,73,"c(b, -b, -b, b)"
c,xpred.rpart.R,xpred.rpart,10,"c(""anova"", ""poisson"", ""class"", ""user"", ""exp"")"
c,xpred.rpart.R,xpred.rpart,21,"c("""", ""formula"", ""data"", ""weights"", ""subset"",
                                  ""na.action"")"
c,xpred.rpart.R,xpred.rpart,63,"c(10, cp[-length(cp)])"
c,xpred.rpart.R,xpred.rpart,137,"c(numresp, length(cp), nrow(X))"
cat,path.rpart.R,path.rpart,18,"cat(""\n"", ""node number:"", n[i], ""\n"")"
cat,path.rpart.R,path.rpart,19,"cat(paste(""  "", path.i), sep = ""\n"")"
cat,path.rpart.R,path.rpart,27,"cat(""\n"", ""node number:"", n[i], ""\n"")"
cat,path.rpart.R,path.rpart,29,"cat(paste(""  "", path.i), sep = ""\n"")"
cat,print.rpart.R,print.rpart,30,"cat(""n="", n[1L], "" ("", naprint(omit), "")\n\n"", sep = """")"
cat,print.rpart.R,print.rpart,31,"cat(""n="", n[1L], ""\n\n"")"
cat,print.rpart.R,print.rpart,34,"cat(""node), split, n, loss, yval, (yprob)\n"")"
cat,print.rpart.R,print.rpart,35,"cat(""node), split, n, deviance, yval\n"")"
cat,print.rpart.R,print.rpart,36,"cat(""      * denotes terminal node\n\n"")"
cat,print.rpart.R,print.rpart,38,"cat(z, sep = ""\n"")"
cat,printcp.R,printcp,5,"cat(switch(x$method,
               anova = ""\nRegression tree:\n"" ,
               class = ""\nClassification tree:\n"" ,
               poisson = ""\nRates regression tree:\n"",
               exp = ""\nSurvival regression tree:\n"")
        )"
cat,printcp.R,printcp,14,"cat(""\n"")"
cat,printcp.R,printcp,21,"cat(""Variables actually used in tree construction:\n"")"
cat,printcp.R,printcp,23,"cat(""\n"")"
cat,printcp.R,printcp,27,"cat(""Root node error: "", format(frame$dev[1L], digits = digits), ""/"",
        frame$n[1L], "" = "",
        format(frame$dev[1L]/frame$n[1L], digits = digits),
        ""\n\n"", sep = "")"
cat,printcp.R,printcp,35,"cat(""n="", n[1L], "" ("", naprint(omit), "")\n\n"", sep = """")"
cat,printcp.R,printcp,36,"cat(""n="", n[1L], ""\n\n"")"
cat,snip.rpart.mouse.R,snip.rpart.mouse,27,"cat(""Terminal node -- try again\n"")"
cat,snip.rpart.mouse.R,snip.rpart.mouse,33,"cat(""node number:"", node[choose], "" n="", ff$n[choose], ""\n"")"
cat,snip.rpart.mouse.R,snip.rpart.mouse,34,"cat(""    response="", format(ff$yval[choose]))"
cat,snip.rpart.mouse.R,snip.rpart.mouse,35,"cat (""\n"")"
cat,snip.rpart.mouse.R,snip.rpart.mouse,37,"cat("" ("", format(ff$yval2[choose, ]), "")\n"")"
cat,snip.rpart.mouse.R,snip.rpart.mouse,38,"cat("" ("", format(ff$yval2[choose]), "")\n"")"
cat,snip.rpart.mouse.R,snip.rpart.mouse,39,"cat(""    Error (dev) = "", format(ff$dev[choose]), ""\n"")"
cat,summary.rpart.R,summary.rpart,15,"cat(""Call:\n"")"
cat,summary.rpart.R,summary.rpart,21,"cat(""  n="", n[1L], "" ("", naprint(omit), "")\n\n"", sep = """")"
cat,summary.rpart.R,summary.rpart,22,"cat(""  n="", n[1L], ""\n\n"")"
cat,summary.rpart.R,summary.rpart,28,"cat(""\nVariable importance\n"")"
cat,summary.rpart.R,summary.rpart,71,"cat(""\nNode number "", id[i], "": "", nn, "" observations"", sep = """")"
cat,summary.rpart.R,summary.rpart,72,"cat(""\n"")"
cat,summary.rpart.R,summary.rpart,73,"cat("",    complexity param="",
             format(signif(ff$complexity[i], digits)), ""\n"", sep = """")"
cat,summary.rpart.R,summary.rpart,76,"cat(tprint[ii], ""\n"")"
cat,summary.rpart.R,summary.rpart,80,"cat(""  left son="", sons[1L], "" ("", sons.n[1L], "" obs)"",
	"" right son="", sons[2L], "" ("", sons.n[2L], "" obs)"", sep = """")"
cat,summary.rpart.R,summary.rpart,83,"cat("", "", j, "" observations remain\n"", sep = """")"
cat,summary.rpart.R,summary.rpart,84,"cat("", 1 observation remains\n"")"
cat,summary.rpart.R,summary.rpart,85,"cat(""\n"")"
cat,summary.rpart.R,summary.rpart,86,"cat(""  Primary splits:\n"")"
cat,summary.rpart.R,summary.rpart,91,"cat(paste(""      "", format(sname[j], justify = ""left""), "" "", temp,
	      "" improve="", format(signif(x$splits[j, 3L], digits)),
	      "", ("", nn - x$splits[j, 1L], "" missing)"", sep = """"),
            sep = ""\n"")"
cat,summary.rpart.R,summary.rpart,96,"cat(""  Surrogate splits:\n"")"
cat,summary.rpart.R,summary.rpart,104,"cat(paste(""      "", format(sname[j], justify = ""left""), "" "",
          temp,
          "" agree="", format(round(agree, 3L)),
          "", adj="" , format(round(adj, 3L)),
          "", ("", x$splits[j, 1L], "" split)"", sep = """"),
    sep = ""\n"")"
cat,summary.rpart.R,summary.rpart,113,"cat(""\n"")"
cbind,labels.rpart.R,labels.rpart,90,"cbind(ltemp, rtemp)"
cbind,residuals.rpart.R,residuals.rpart,23,"cbind(seq(y), unclass(y))"
cbind,residuals.rpart.R,residuals.rpart,26,"cbind(y, yhat)"
cbind,rpart.R,rpart,213,"cbind(cs, matrix(0L, nrow(cs), ncc - ncs))"
cbind,rpart.R,rpart,257,"cbind(yval2, yprob, nodeprob)"
cbind,rpart.exp.R,rpart.exp,130,"cbind(newy, y[, 2L])"
cbind,rpart.poisson.R,rpart.poisson,8,"cbind(1, y)"
cbind,rpart.poisson.R,rpart.poisson,9,"cbind( exp(offset), y)"
cbind,zzz.R,descendants,46,"cbind(ind[parents[lev == i]], ind[lev == i])"
character,labels.rpart.R,labels.rpart,41,character(length(irow))
character,labels.rpart.R,labels.rpart,104,character(n)
character,summary.rpart.R,summary.rpart,44,character(nrow(x$splits))
class,rpart.R,rpart,296,"class(ans) <- ""rpart"""
class,rpart.matrix.R,rpart.matrix,30,"class(X) <- c(""rpart.matrix"", class(X))"
class,rpart.matrix.R,rpart.matrix,30,class(X)
class<-,na.rpart.R,na.rpart,21,"class(temp) <- c(""na.rpart"", ""omit"")"
col2rgb,text.rpart.R,text.rpart,60,"col2rgb(bg, alpha = TRUE)"
colnames,pred.rpart.R,pred.rpart,13,colnames(x)
colnames,rpart.R,rpart,87,colnames(X)
colnames,rpart.R,rpart,184,colnames(X)
colnames,rpart.matrix.R,rpart.matrix,29,"colnames(X) <- sub(""^`(.*)`"", ""\\1"", colnames(X))"
colnames,rpart.matrix.R,rpart.matrix,29,colnames(X)
colnames,xpred.rpart.R,xpred.rpart,55,colnames(X)
colnames,xpred.rpart.R,xpred.rpart,56,colnames(X)
cos,text.rpart.R,oval,64,cos(theta)
cumsum,importance.R,importance,12,"cumsum(c(0, 1 + ff$ncompete[fpri] + ff$nsurrogate[fpri]))"
cumsum,labels.rpart.R,labels.rpart,34,"cumsum(c(1, ff$ncompete + ff$nsurrogate + !is.leaf))"
cumsum,pred.rpart.R,pred.rpart,10,"cumsum((frame$var != ""<leaf>"") +
                                     nc[[1L]] + nc[[2L]])"
cumsum,rpart.exp.R,drate2,82,cumsum(rev(tab1))
cumsum,rpart.exp.R,drate2,87,cumsum(rev(tab2))
cumsum,rpart.exp.R,rpart.exp,103,"cumsum(c(0, rate * diff(itable)))"
cumsum,summary.rpart.R,summary.rpart,40,"cumsum(c(1L, ff$ncompete + ff$nsurrogate + !is.leaf))"
cut,rpart.exp.R,drate2,64,"cut(time, itable, include.lowest = TRUE)"
cut,rpart.exp.R,drate2,71,"cut(stime, itable, include.lowest = TRUE)"
data.frame,roc.rpart.R,roc.rpart,71,"data.frame(cutoffs = format(round(cutoffs, 3L)), tpcp, tncp, tpcn, tncn,
               sensitivity = format(round(sensitivity, 2L)),
               specificity = format(round(specificity, 2L)),
               pospred = format(round(pospred, 2L)),
               negpred = format(round(negpred, 2L)))"
data.frame,rpart.R,rpart,221,"data.frame(row.names = 1L,
			    var = ""<leaf>"",
			    n = rpfit$inode[, 5L],
			    wt = rpfit$dnode[, 3L],
			    dev = rpfit$dnode[, 1L],
			    yval = rpfit$dnode[, 4L],
			    complexity = rpfit$dnode[, 2L],
			    ncompete = 0L,
			    nsurrogate = 0L)"
data.frame,rpart.R,rpart,233,"data.frame(row.names = rpfit$inode[, 1L],
			    var = tname[svar + 1L],
			    n = rpfit$inode[, 5L],
			    wt = rpfit$dnode[, 3L],
			    dev = rpfit$dnode[, 1L],
			    yval = rpfit$dnode[, 4L],
			    complexity = rpfit$dnode[, 2L],
			    ncompete = pmax(0L, rpfit$inode[, 3L] - 1L),
			    nsurrogate = rpfit$inode[, 4L])"
delete.response,predict.rpart.R,predict.rpart,12,delete.response(object$terms)
deparse,model.frame.rpart.R,model.frame.rpart,6,deparse(oc[[1L]])
deparse,model.frame.rpart.R,model.frame.rpart,14,deparse(oc[[1L]])
deparse,post.rpart.R,post.rpart,3,deparse(substitute(tree))
dev.cur,plot.rpart.R,plot.rpart,23,dev.cur()
dev.cur,rpart.branch.R,rpart.branch,8,dev.cur()
dev.cur,rpartco.R,rpartco,5,dev.cur()
dev.cur,snip.rpart.mouse.R,snip.rpart.mouse,7,dev.cur()
dev.off,post.rpart.R,post.rpart,10,dev.off()
diag,rpart.R,rpart,254,diag(init$parms$prior/temp)
diag,rpart.class.R,rpart.class,13,diag(numclass)
diag,rpart.class.R,rpart.class,32,diag(numclass)
diag,rpart.class.R,rpart.class,38,diag(temp2)
diag,zzz.R,descendants,41,diag(desc) <- TRUE
diff,plot.rpart.R,plot.rpart,19,diff(range(xx))
diff,plot.rpart.R,plot.rpart,20,diff(range(yy))
diff,rpart.exp.R,drate2,55,diff(itable)
diff,rpart.exp.R,rpart.exp,103,diff(itable)
diff,rpartco.R,rpartco,43,diff(range(y))
dim,pred.rpart.R,pred.rpart,17,dim(x)
